iter	Logloss
407	0.3497265621
408	0.3494499893
409	0.3492639147
410	0.3489999569
411	0.3488779365
412	0.3486607401
413	0.34839744
414	0.3477714633
415	0.3475222471
416	0.3473398041
417	0.3468255196
418	0.3465823501
419	0.3461510842
420	0.3458563237
421	0.3454428041
422	0.3449319703
423	0.3445625264
424	0.3444005988
425	0.344340231
426	0.3440137798
427	0.3437645757
428	0.3436043444
429	0.3432833712
430	0.3431742241
431	0.3430173909
432	0.3426201461
433	0.3422724984
434	0.3420202522
435	0.3418233813
436	0.3416261604
437	0.3413711702
438	0.3408374193
439	0.3406004259
440	0.3402997307
441	0.3401487127
442	0.3398700611
443	0.3394626098
444	0.3391967
445	0.3390232282
446	0.3388519828
447	0.3385912404
448	0.3384168121
449	0.3380196523
450	0.3379108093
451	0.3378022896
452	0.3376276529
453	0.3374523461
454	0.3370804361
455	0.3364336431
456	0.3362323098
457	0.335996116
458	0.3357359399
459	0.3355735929
460	0.3352962019
461	0.3351856144
462	0.3350210085
463	0.334599265
464	0.3343908482
465	0.3342842722
466	0.3341637511
467	0.3340113592
468	0.3336974096
469	0.3333800878
470	0.333031323
471	0.3329335595
472	0.3325915011
473	0.3322923758
474	0.3322110733
475	0.3320616858
476	0.3319720465
477	0.3316366938
478	0.3312446762
479	0.3312008164
480	0.3309463502
481	0.3307455519
482	0.3304915375
483	0.3301533266
484	0.3299481674
485	0.3296955597
486	0.3295035682
487	0.3289146043
488	0.3287246766
489	0.3285363239
490	0.3282881611
491	0.3280460543
492	0.327931326
493	0.3275467553
494	0.3273748725
495	0.3272837082
496	0.3269636212
497	0.3267361074
498	0.3265657759
499	0.3262711634
500	0.3260854917
501	0.3257836478
502	0.3254795279
503	0.3252757247
504	0.3250261837
505	0.3248103972
506	0.3246161771
507	0.3245183777
508	0.3243092641
509	0.3239137523
510	0.3236516958
511	0.3234132698
512	0.3230749419
513	0.3227304916
514	0.3224887508
515	0.322338916
516	0.3220327167
517	0.3219062233
518	0.3216573961
519	0.3214032296
520	0.3212647435
521	0.3209158533
522	0.32074157
523	0.3205508474
524	0.3203828414
525	0.320173162
526	0.3198012806
527	0.3195722511
528	0.3194732147
529	0.319324404
530	0.3190754029
531	0.3187374755
532	0.3185173196
533	0.3183145682
534	0.318040734
535	0.3178760821
536	0.317745573
537	0.317546461
538	0.3172998411
539	0.3168538861
540	0.3166373209
541	0.3163949734
542	0.3162345176
543	0.3161156256
544	0.315928968
545	0.3155289765
546	0.3152478893
547	0.3149327234
548	0.3147966918
549	0.3146028296
550	0.3144980125
551	0.3142832694
552	0.3140864263
553	0.3138190457
554	0.3136181174
555	0.3134307701
556	0.3130659134
557	0.3126865337
558	0.3125131933
559	0.3123004508
560	0.3120042744
561	0.3118215898
562	0.3113927485
563	0.3112291276
564	0.3108296225
565	0.3105129715
566	0.3101506499
567	0.3100019536
568	0.3098838321
569	0.3094651933
570	0.3092167631
571	0.3091379741
572	0.3089559495
573	0.3087872268
574	0.3084667192
575	0.3081464381
576	0.3080031257577	0.30767022357578	0.3074636152
579	0.3073300629
580	0.3070671072
581	0.3068389576
582	0.30667768
583	0.3062934033
584	0.30607678584	0.3121611013
58586	0.30535793858587	0.3051683868
588	0.3048978435
589	0.3047890806
590	0.3044164576
591	0.3040944648
592	0.3038990311
593	0.3036710386
594	0.30348350594	0.3098115829
595	0.3096714339
596	0.3093695199
597	0.309261601
598	0.3089784678
599	0.3088422125
600	0.3085532913
601	0.3084481523
602	0.3082436347
603	604	0.3007402633
605	0.3005686237
606	0.30042606	0.607	0.30024607	0.608	0.2998951991
609	0.2996397329
610	0.2994976949
611	0.2992859841
612	0.2990971137
613	0.2989613	0.3614	0.2988614	0.3052868979
615	0.3049844053
616	0.3617	0.297972776
618	0.2977318006
619	0.2971799153
620	0.297003683
621	0.2965837026
622	0.2963122573
623	0.2960642326
624	0.2960267592
625	0.2958988114
626	0.2956397242
627	0.2953985875
628	0.2950097685
629	0.2946735906
630	0.2943558799
631	0.293858043
632	0.2936493858
633	0.2933604189
634	0.2932778836
635	0.2930819033
636	0.2929156163
637	0.2926882214
638	0.292306557
639	0.291926335
640	0.2917133482
641	0.2914332993
642	0.2911469338
643	0.2910051688
644	0.2908868561
645	0.2907296526
646	0.2905363396
647	0.2902007785
648	0.2899673024
649	0.2899190311
650	0.2896491482
651	0.2894828686
652	0.2893127028
653	0.2891797051
654	0.2888956707
655	0.2888214719
656	0.2886929166
657	0.2885395249
658	0.2883103855
659	0.288132491
660	0.2877993792
661	0.2876574207
662	0.2875201394
663	0.2872131821
664	0.2868963487
665	0.2867695072
666	0.2865220148
667	0.2863261424
668	0.2861074333
669	0.2859081515
670	0.2856171312
671	0.2854482526
672	0.2851458732
673	0.2849828263
674	0.2847999396
675	0.2844720299
676	0.2841224904
677	0.2838481989
678	0.2836776524
679	0.283476418
680	0.2833558583
681	0.2832199125
682	0.2829587718
683	0.2827720371
684	0.2824997681
685	0.2823069159
686	0.2820938041
687	0.2818780767
688	0.2814435785
689	0.2811801505
690	0.2809815079
691	0.2808688459
692	0.2808002792
693	0.2806396304
694	0.2803990678
695	0.2800350469
696	0.2798092228
697	0.2795458231
698	0.279177112
699	0.2790559936
700	0.2788947609
701	0.2787647378
702	0.2785276313
703	0.2782423729
704	0.2779704194
705	0.2777682431
706	0.2776236795
707	0.2772734387
708	0.2769009503
709	0.2765480643
710	0.2763598485
711	0.2761934572
712	0.276134498
713	0.2758681663
714	0.2757053795
715	0.2754892638
716	0.2751633018
717	0.2749786057
718	0.2748068375
719	0.2744848085
720	0.2740119923
721	0.2737295378
722	0.2735173241
723	0.2734297416
724	0.2732037867
725	0.272812451
726	0.2725256194
727	0.2722040631
728	0.2717334811
729	0.271460293
730	0.27117787
731	0.2709321515
732	0.270623642
733	0.27043127
734	0.2701162953
735	0.2697119435
736	0.2694983738
737	0.2693331178
738	0.2692361637
739	0.2690489092
740	0.2688018899
741	0.268699612
742	0.2686237044
743	0.2684819181
744	0.2683314374
745	0.2680750458
746	0.267822972
747	0.2677066661
748	0.267583226
749	0.2674472798
750	0.2671485299
751	0.2670712851
752	0.2667599347
753	0.2666706123
754	0.2663648993
755	0.2659979596
756	0.2657106021
757	0.2654417522
758	0.2651565049
759	0.2649926494
760	0.2647869536
761	0.264644936
762	0.2643309645
763	0.2642215275
764	0.264066909
765	0.2638664767
766	0.2637255647
767	0.2636171891
768	0.2632930206
769	0.2631311463
770	0.2627903892
771	0.2627156102
772	0.2624897811
773	0.2622665747
774	0.2620451356
775	0.2617791419
776	0.2615739994
777	0.2612098711
778	0.2609857904
779	0.2607942808
780	0.2604979835
781	0.2603505462
782	0.2602685769
783	0.2599383447
784	0.2598515751
785	0.2595593395
786	0.2594511277
787	0.2590762128
788	0.2588100583
789	0.2586824521
790	0.2584206846
791	0.2581420497
792	0.2579756245
793	0.2577845634
794	0.2575903305
795	0.2574303812
796	0.2572809893
797	0.2570884843
798	0.256917875
799	0.2566977587
800	0.256449071
801	0.2560929034
802	0.2557556897
803	0.255485387
804	0.2553264389
805	0.2551098281
806	0.2548288174
807	0.2545696505
808	0.2543374779
809	0.2542028904
810	0.2540258431
811	0.253739113
812	0.2535471081
813	0.2532678125
814	0.2528715735
815	0.2527457764
816	0.2525710798
817	0.2524373793
818	0.2520770621
819	0.2518194769
820	0.2516674599
821	0.2514703447
822	0.2513224335
823	0.251120628
824	0.2507810416
825	0.2506172638
826	0.2504460817
827	0.2503158221
828	0.2499641465
829	0.2497159041
830	0.2495651618
831	0.2494639265
832	0.2492355888
833	0.2490165184
834	0.2487754299
835	0.2486005743
836	0.2485092251
837	0.2483681002
838	0.2481225695
839	0.247878617
840	0.2476344338
841	0.2473334865
842	0.2471935546
843	0.2470925799
844	0.2468282744
845	0.2466231511
846	0.2463931617
847	0.2461846196
848	0.2460335671
849	0.2457924485
850	0.2456964456
851	0.2453848688
852	0.2452888985
853	0.2450909222
854	0.2449965755
855	0.2447940017
856	0.244594828
857	0.2444227337
858	0.244324962
859	0.244075873
860	0.2438362785
861	0.2436955063
862	0.2434182251
863	0.2431505173
864	0.2429188252
865	0.2426203177
866	0.242316602
867	0.2422583533
868	0.2420134247
869	0.24176618
870	0.2416000657
871	0.2414262129
872	0.2411964118
873	0.2410472456
874	0.2408185301
875	0.2406976353
876	0.240413687
877	0.2402365702
878	0.2399403489
879	0.2397093977
880	0.2396042245
881	0.2393969721
882	0.2391725635
883	0.2390147094
884	0.2388023211
885	0.2385761281
886	0.2383879904
887	0.2383224329
888	0.2379556629
889	0.2377026472
890	0.2374572697
891	0.2371696546
892	0.2369241638
893	0.2366361738
894	0.2364516654
895	0.236223802
896	0.2360364632
897	0.2358496757
898	0.2356740132
899	0.2354068241
900	0.2352705316
901	0.2350239128
902	0.2348339062
903	0.2346312373
904	0.2343876282
905	0.2341339008
906	0.2338725569
907	0.2336480133
908	0.2334743623
909	0.2332620447
910	0.2330570375
911	0.2327985702
912	0.2325438537
913	0.2323452155
914	0.2322118176
915	0.2319535954
916	0.2317075961
917	0.2315729758
918	0.2313942743
919	0.2312163653
920	0.2308690916
921	0.230512863
922	0.2302945486
923	0.2300123407
924	0.2298588937
925	0.2297415789
926	0.2295122585
927	0.2293137334
928	0.22908954
929	0.2289225529
930	0.228717104
931	0.2284792634
932	0.228288217
933	0.2280219092
934	0.22761573
935	0.2273840656
936	0.227351982
937	0.2272623867
938	0.2270699396
939	0.226844483
940	0.2266979109
941	0.2264448645
942	0.226294301
943	0.2260378194
944	0.2257720802
945	0.2256087184
946	0.2254554047
947	0.2252098691
948	0.2250571147
949	0.2248323663
950	0.2246160098
951	0.2243651323
952	0.2242090756
953	0.2240722099
954	0.2238220537
955	0.2237144094
956	0.2234893219
957	0.223240376
958	0.2230142225
959	0.2228592958
960	0.2226999234
961	0.2224373544
962	0.2220630155
963	0.2220138348
964	0.221797945
965	0.2215594784
966	0.2214141264
967	0.2213340828
968	0.2209977833
969	0.2206787837
970	0.2206490993
971	0.2204241211
972	0.2202119513
973	0.220075338
974	0.2198319441
975	0.2195585293
976	0.2194240213
977	0.2192902599
978	0.2191020158
979	0.2189066269
980	0.2188066959
981	0.2187103771
982	0.2184365367
983	0.218320034
984	0.2181012637
985	0.2180560194
986	0.217826979
987	0.2176109626
988	0.2173998716
989	0.2172376545
990	0.2170144677
991	0.2168145916
992	0.2165944797
993	0.2164594504
994	0.2164051851
995	0.2162017008
996	0.216034702
997	0.2158708598
998	0.2156238182
999	0.2153874749
	0.2220946994
